store_id,store_name,category_id,category,category_description,item_id,item_name,description,price,original_price,image_filename,image_url,source_url,clean_image_filename,Notes
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,5334803698,Ham and Bacon Burrito,"Breakfast ham, crispy bacon, homestyle potatoes, scrambled eggs, and cheddar cheese wrapped in a soft flour tortilla.",$9.99_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,ham-and-bacon-burrito-5334803698.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,198880676,Ham Burrito,"Breakfast ham, scrambled eggs, homestyle potatoes, and cheddar cheese wrapped in a soft flour tortilla.",$11.67_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,ham-burrito-198880676.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,5772977560,"Ham, Egg, and Cheese Burrito","Breakfast ham, scrambled eggs, and  cheddar cheese wrapped in a soft flour tortilla.",$9.56_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,ham-egg-cheese-burrito-5772977560.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,198880675,Machaca Burrito,"Shredded beef, scrambled eggs, cheddar cheese, bell peppers, and onions wrapped in a soft flour tortilla.",$12.99_),,machaca-burrito-198880675.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/5b70860b-eef3-4564-9e1b-2a5e79a0b5fe-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,machaca-burrito-198880675.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,198880673,Original Breakfast Burrito,"Crispy bacon, scrambled eggs, homestyle potatoes, and cheddar cheese wrapped in a soft flour tortilla.",$11.99_),,original-breakfast-198880673.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/591adbf3-bd0c-455b-bb66-2020dc1c63bd-retina-large.JPG",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,original-breakfast-198880673.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,1165790039,Original Breakfast Burrito with Beans,"Crispy bacon, scrambled eggs, homestyle potatoes, cheddar cheese, and refried beans wrapped in a soft flour tortilla.",$11.99_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,original-breakfast-burrito-with-beans-1165790039.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,198880679,Sausage Burrito,"Sausage, scrambled eggs, homestyle potatoes, and cheddar cheese wrapped in a soft flour tortilla.",$11.54_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,sausage-burrito-198880679.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,5766331847,Sausage Burrito with Beans,"Sausage, homestyle potatoes, refried beans, and cheddar cheese wrapped in a soft flour tortilla.",$11.99_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,sausage-burrito-with-beans-5766331847.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,8476042131,"Sausage, Chorizo, Egg, Cheese, and Potatoes Burrito","Sausage, chorizo, scrambled eggs, homestyle potatoes, and cheddar cheese wrapped in a soft flour tortilla.",$11.99_),,sausage-chorizo-egg-cheese-potatoes-burrito-8476042131.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/deb70536-6d64-4372-bfa8-bd30f9ed3b95-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,sausage-chorizo-egg-cheese-potatoes-burrito-8476042131.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,16994295879,Steak Breakfast Burrito with Beans,"Grilled steak, scrambled scrambled eggs, refried beans, and shredded cheddar cheese wrapped in a soft flour tortilla.",$12.99_),,steak-breakfast-burrito-with-beans-16994295879.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/2f5e3eeb-0fd4-48fb-b05d-427b4f9ad02a-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,steak-breakfast-burrito-with-beans-16994295879.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,198880678,Steak Burrito,"Grilled steak, scrambled eggs, cheddar cheese, and homestyle potatoes wrapped in a soft flour tortilla.",$12.99_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,steak-burrito-198880678.jpg,
240502,Armandos Mexican Food,category-20595915,Breakfast Burritos,Served all day.,418346709,Super Breakfast Burrito,"Crispy bacon, sausage, scrambled eggs, homestyle potatoes, and cheddar cheese wrapped in a soft flour tortilla.",$13_),,steak-burrito-198880678.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/6a9f0d8f-ff0c-4447-ace3-d49a1c1f11ad-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,super-breakfast-burrito-418346709.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880628,Adobada Burrito,"Spicy pork, guacamole, and picó de gallo wrapped in a soft flour tortilla.",$13.99_),,carne-asada-burrito-198880626.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/717d6853-dab8-4bf7-a768-dd74ff98be09-retina-large.JPG",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,adobada-burrito-198880628.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,11825834217,Asada Burrito Combo,"Grilled steak, guacamole, and picó de gallo wrapped in a soft flour tortilla. Served with a side of rice and refried beans.",$15.99_),,asada-burrito-combo-11825834217.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/322aac0e-4683-48ce-b432-c6707a6bbf7e-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,asada-burrito-combo-11825834217.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,759912295,Asada Burrito with Cheese,"Grilled steak, guacamole, picó de gallo, and cheddar cheese wrapped in a soft flour tortilla.",$14.99_),,,,https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,2989351384,Asada Burrito with Cheese and Sour Cream,"Grilled steak, cheese, and sour cream wrapped in a soft flour tortilla.",$14.99_),,asada-burrito-with-cheese-sour-cream-only-2989351384.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/b1391270-da7e-4bc3-94fe-d128f8b85055-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,asada-burrito-with-cheese-sour-cream-only-2989351384.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,759912198,Asada Burrito with Sour Cream,"Grilled steak, guacamole, picó de gallo, and sour cream wrapped in a soft flour tortilla.",$14.56_),,asada-burrito-x-sour-cream-759912198.png,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/a164e838-8240-4f77-a5ff-2c8deff9df65-75c05e03-b351-430e-bd0b-e81bb99e7626-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,asada-burrito-with-sour-cream-759912198.png,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,759911357,Asada Wet Burrito with Green Sauce,"Grilled steak, rice, and refried beans wrapped in a soft flour tortilla and topped with green salsa.",$14.99_),,lengua-wet-burrito-green-sause-30381107207.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/23ea6e1d-5455-48d6-a38f-792c70e6121b-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,asada-wet-burrito-green-sauce-759911357.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,425682195,Asada Wet Burrito with Red Sauce,"Grilled steak, rice, and refried beans wrapped in a soft flour tortilla topped with red salsa.",$14.78_),,lengua-wet-burrito-red-sauce-30381246062.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/62017985-290d-48ab-b8d8-b4fc5f981201-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,asada-wet-burrito-red-sauce-425682195.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880664,Beans and Cheese Burrito,Refried beans and cheese wrapped in a soft flour tortilla.,$6.99_),,beans-and-cheese-burrito-198880664.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/b839e304-21f2-4001-bf08-c6aea3356ec9-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,beans-and-cheese-burrito-198880664.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,3343947796,Birria Burrito,"Slow-cooked tender goat, rice, refried beans, onion, and cilantro wrapped in a flour tortilla.",$12.99_),,birria-burrito-3343947796.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/750908bf-d093-40f3-b3d0-12f2903f94b7-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,birria-burrito-3343947796.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880663,Cabeza Burrito,"Tender beef head, onion, and cilantro wrapped in a soft flour tortilla.",$13.99_),,cabeza-burrito-198880663.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photos/c9d44c6d-3233-4eb4-9a40-af8b51d58698-retina-large-jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,cabeza-burrito-198880663.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880632,California Burrito,"Grilled steak, guacamole, picó de gallo, sour cream, cheese, and french fries  wrapped in a soft flour tortilla.",$15.99_),,california-burrito-198880632.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/40649af6-43df-4cad-9c98-7aebe98b7700-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,california-burrito-198880632.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880626,Carne Asada Burrito with guacamole and pico,"Grilled steak, guacamole, and picó de gallo wrapped in a soft flour tortilla.",$14.99_),,carne-asada-burrito-198880626.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/717d6853-dab8-4bf7-a768-dd74ff98be09-retina-large.JPG",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,carne-asada-burrito-198880626.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,1169949037,Carne Asada Burrito with Rice and Beans Only,"Grilled steak, rice, and refried beans wrapped in a soft flour tortilla.",$14.99_),,carne-asada-burrito-rice-beansonly-1169949037.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/6e0c89cb-f61d-408a-9945-619bc8e60882-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,carne-asada-burrito-rice-beans-only-1169949037.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,16994292882,"Carne Asada Burrito with Cheese, Sour Cream, and Fries ","Grilled steak, cheese, sour cream, and french fries wrapped in a soft flour tortilla.",$14.99_),,carne-asada-burrito-cheese-sour-cream-fries-only-16994292882.png,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/e254c65d-32d9-4d71-8da0-9c3b180db5d2-a6d8c19a-fa74-4dc1-87ab-f088fab2a078-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,carne-asada-burrito-cheese-sour-cream-fries-only-16994292882.png,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,23721922361,"Carne Asada Burrito with Guacamole, Pico, Cheese, Sour Cream, Rice, and Beans","Grilled steak, guacamole, picó de gallo, cheese, sour cream, rice, and refried beans wrapped in a soft flour tortilla.",$16.99_),,carne-asada-burrito-198880626.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/717d6853-dab8-4bf7-a768-dd74ff98be09-retina-large.JPG",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,carne-asada-burrito-guacamole-pico-cheese-sour-cream-rice-beans-23721922361.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880629,Carnitas Burrito,"Slow-cooked pork, guacamole, and picó de gallo wrapped in a soft flour tortilla.",$13.99_),,carnitas-burrito-198880629.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0b351287-7fb5-4b6a-98d4-3fd8823314d1-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,carnitas-burrito-198880629.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,16994291329,Chicken Burrito with Beans and Rice,"Grilled chicken, refried beans, and rice wrapped in a soft flour tortilla.",$13.99_),,chicken-burrito-with-beans-rice-only-16994291329.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/1d515c2a-9b91-445e-8688-2aaee809f3be-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,chicken-burrito-with-beans-rice-only-16994291329.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,1145493274,Chicken California Burrito,"Grilled chicken, guacamole, picó de gallo, cheese, sour cream, and french fries wrapped in a soft flour tortilla.",$14.76_),,chicken-california-burrito-1145493274.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/371b7c7d-ca55-4f01-85b7-642d64caa947-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,chicken-california-burrito-1145493274.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880671,Chicken Chipotle,"Grilled chicken, chipotle sauce, avocado, shredded cheese, and lettuce wrapped in a soft tortilla.",$12.99_),,chicken-chipotle-198880671.png,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/bcfccee4-038d-49c9-a0ba-e2258baa7fea-retina-large.png",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,chicken-chipotle-198880671.png,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880666,Chile Relleno Burrito,"Roasted green chile stuffed with cheese wrapped in a soft flour tortilla with rice, refried beans, and cheese.",$13.99_),,chile-relleno-burrito-198880666.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/77ad90a9-7b22-43a8-b900-833354e7c54e-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,chile-relleno-burrito-198880666.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880670,Chile Verde Burrito,"Slow-cooked pork, rice, refried beans, and green salsa wrapped in a soft flour tortilla.",$13.24_),,chile-verde-burrito-198880670.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/155ff2e8-1db1-457c-b455-5ad345d22c10-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,chile-verde-burrito-198880670.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880659,Del Mar Burrito,"Fresh shrimp, tender crab meat, rice, sour cream, and cabbage wrapped in a soft flour tortilla.",$13.56_),,del-mar-burrito-198880659.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/afb26348-b8db-4e11-baa2-97c900f0ca41-retina-large.jpg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,del-mar-burrito-198880659.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,22783650552,Diabla Burrito,"Fresh shrimp, rice, picó de gallo, sliced avocado, and diabla sauce wrapped in a soft flour tortilla.",$14.50_),,diabla-burrito-22783650552.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/dbb258a9-f8cb-4c03-9ef6-0175c1274fb0-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,diabla-burrito-22783650552.jpg,
240502,Armandos Mexican Food,category-20595913,Burritos,Generously filled burritos made fresh to order.,198880635,Fish Burrito,"Tender fried fish, sour cream, picó de gallo, and cabbage wrapped in a soft flour tortilla.",$12.76_),,fish-burrito-198880635.jpg,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/photosV2/0800abe6-fef7-4729-939e-5b25c11c8910-retina-large.jpeg",https://www.doordash.com/store/armandos-mexican-food-moreno-valley-240502/1730119/consider,fish-burrito-198880635.jpg,
